date,temperature (Kelvin)
20100306070000,276.25
20100306080000,276.55
20100306090000,278.35
20100306100000,279.35
20100306110000,279.75
20100306120000,280.65
20100306130000,281.35
20100306140000,281.95
20100306150000,282.35
20100306160000,282.25
20100306170000,281.55
20100306180000,280.65
20100306190000,279.75
20100306200000,279.45
20100306210000,278.25
20100306220000,276.85
20100306230000,275.85
20100307000000,275.35
20100307010000,275.15
20100307020000,274.35
20100307030000,273.15
20100307040000,272.55
20100307050000,272.45
20100307060000,272.15
20100307070000,271.95
20100307080000,272.55
20100307090000,273.55
20100307100000,274.55
20100307110000,275.55
20100307120000,277.05
20100307130000,276.95
20100307140000,277.55
20100307150000,277.95
20100307160000,277.95
20100307170000,277.85
20100307180000,276.95
20100307190000,275.95
20100307200000,275.35
20100307210000,275.15
20100307220000,274.95
20100307230000,274.65
20100308000000,274.95
20100308010000,274.65
20100308020000,274.35
20100308030000,274.25
20100308040000,274.45
20100308050000,274.45
20100308060000,274.35
20100308070000,274.45
20100308080000,274.75
20100308090000,275.95
20100308100000,277.75
20100308110000,278.75
20100308120000,279.15
20100308130000,279.75
20100308140000,280.25
20100308150000,280.35
20100308160000,280.05
20100308170000,279.45
20100308180000,278.45
20100308190000,277.25
20100308200000,276.75
20100308210000,276.55
20100308220000,276.45
20100308230000,276.25
20100309000000,276.55
20100309010000,276.55
20100309020000,276.65
20100309030000,276.95
20100309040000,277.25
20100309050000,277.45
20100309060000,277.35
20100309070000,277.15
20100309080000,277.05
20100309090000,277.15
20100309100000,277.75
20100309110000,278.55
20100309120000,279.05
20100309130000,279.75
20100309140000,280.15
20100309150000,280.45
20100309160000,280.25
20100309170000,279.25
20100309180000,278.35
20100309190000,277.95
20100309200000,277.75
20100309210000,277.85
20100309220000,277.95
20100309230000,278.25
20100310000000,278.25
20100310010000,278.35
20100310020000,278.05
20100310030000,277.75
20100310040000,277.55
20100310050000,277.45
20100310060000,277.35
20100310070000,277.45
20100310080000,277.85
20100310090000,278.75
20100310100000,279.35
20100310110000,279.85
20100310120000,280.25
20100310130000,280.45
20100310140000,280.65
20100310150000,280.45
20100310160000,279.95
20100310170000,279.45
20100310180000,278.95
20100310190000,278.55
20100310200000,278.35
20100310210000,278.35
20100310220000,278.55
20100310230000,278.35
20100311000000,278.35
20100311010000,278.05
20100311020000,277.75
20100311030000,277.65
20100311040000,277.55
20100311050000,277.25
20100311060000,277.45
20100311070000,277.45
20100311080000,277.55
20100311090000,277.75
20100311100000,278.25
20100311110000,278.75
20100311120000,278.65
20100311130000,279.25
20100311140000,280.15
20100311150000,279.65
20100311160000,279.25
20100311170000,278.45
20100311180000,278.05
20100311190000,277.85
20100311200000,277.45
20100311210000,277.35
20100311220000,277.25
20100311230000,277.15
20100312000000,276.95
20100312010000,277.05
20100312020000,277.25
20100312030000,277.15
20100312040000,277.15
20100312050000,277.25
20100312060000,277.45
20100312070000,277.85
20100312080000,279.25
20100312090000,279.55
20100312100000,279.85
20100312110000,281.05
20100312120000,281.85
20100312130000,281.75
20100312140000,281.75
20100312150000,281.35
20100312160000,281.15
20100312170000,280.75
20100312180000,280.95
20100312190000,280.75
20100312200000,280.65
20100312210000,280.25
20100312220000,280.05
20100312230000,280.25
20100313000000,280.05
20100313010000,280.25
20100313020000,280.35
20100313030000,279.95
20100313040000,279.75
20100313050000,279.75
20100313060000,279.45
20100313070000,279.45
20100313080000,279.65
20100313090000,279.85
20100313100000,280.55
20100313110000,280.95
20100313120000,281.25
20100313130000,281.45
20100313140000,281.15
20100313150000,282.25
20100313160000,281.45
20100313170000,281.25
20100313180000,280.45
20100313190000,280.05
20100313200000,279.85
20100313210000,279.45
20100313220000,278.75
20100313230000,278.35
20100314000000,278.65
20100314010000,278.75
20100314020000,278.55
20100314030000,278.65
20100314040000,279.55
20100314050000,279.95
20100314060000,279.95
20100314070000,279.75
20100314080000,279.85
20100314090000,279.95
20100314100000,280.25
20100314110000,280.75
20100314120000,281.05
20100314130000,281.35
20100314140000,281.45
20100314150000,281.15
20100314160000,281.15
20100314170000,280.95
20100314180000,280.85
20100314190000,280.55
20100314200000,280.25
20100314210000,279.45
20100314220000,279.35
20100314230000,279.45
20100315000000,279.15
20100315010000,278.75
20100315020000,278.95
20100315030000,278.75
20100315040000,278.75
20100315050000,278.75
20100315060000,278.05
20100315070000,278.05
20100315080000,278.65
20100315090000,280.35
20100315100000,282.25
20100315110000,281.45
20100315120000,282.15
20100315130000,282.45
20100315140000,282.35
20100315150000,282.95
20100315160000,282.45
20100315170000,281.75
20100315180000,280.65
20100315190000,279.95
20100315200000,279.65
20100315210000,279.05
20100315220000,278.95
20100315230000,278.55
20100316000000,278.25
20100316010000,277.95
20100316020000,277.65
20100316030000,277.35
20100316040000,276.95
20100316050000,276.85
20100316060000,277.65
20100316070000,278.05
20100316080000,278.75
20100316090000,279.65
20100316100000,281.05
20100316110000,282.05
20100316120000,282.55
20100316130000,282.35
20100316140000,282.45
20100316150000,282.25
20100316160000,282.15
20100316170000,281.75
20100316180000,281.45
20100316190000,281.35
20100316200000,281.25
20100316210000,281.15
20100316220000,281.15
20100316230000,281.15
20100317000000,280.65
20100317010000,280.85
20100317020000,280.95
20100317030000,281.35
20100317040000,281.95
20100317050000,282.05
20100317060000,282.05
20100317070000,282.15
20100317080000,282.55
20100317090000,283.25
20100317100000,284.25
20100317110000,285.25
20100317120000,285.95
20100317130000,284.35
20100317140000,284.75
20100317150000,284.15
20100317160000,283.15
20100317170000,282.35
20100317180000,282.15
20100317190000,282.25
20100317200000,281.85
20100317210000,281.95
20100317220000,282.25
20100317230000,282.35
20100318000000,281.95
20100318010000,281.85
20100318020000,281.95
20100318030000,282.15
20100318040000,281.95
20100318050000,282.15
20100318060000,282.25
20100318070000,281.85
20100318080000,281.75
20100318090000,282.75
20100318100000,283.35
20100318110000,284.15
20100318120000,283.55
20100318130000,284.05
20100318140000,283.85
20100318150000,283.75
20100318160000,283.55
20100318170000,283.25
20100318180000,283.25
20100318190000,283.05
20100318200000,283.05
20100318210000,283.05
20100318220000,283.15
20100318230000,283.15
20100319000000,283.05
20100319010000,283.15
20100319020000,283.15
20100319030000,283.05
20100319040000,283.25
20100319050000,283.35
20100319060000,283.15
20100319070000,283.15
20100319080000,283.15
20100319090000,283.45
20100319100000,282.65
20100319110000,282.75
20100319120000,282.85
20100319130000,283.25
20100319140000,283.15
20100319150000,283.95
20100319160000,283.65
20100319170000,283.65
20100319180000,283.45
20100319190000,283.65
20100319200000,283.65
20100319210000,283.95
20100319220000,283.75
20100319230000,283.65
20100320000000,283.45
20100320010000,283.55
20100320020000,283.45
20100320030000,283.55
20100320040000,283.55
20100320050000,283.55
20100320060000,283.45
20100320070000,283.55
20100320080000,283.65
20100320090000,283.65
20100320100000,284.05
20100320110000,283.65
20100320120000,283.15
20100320130000,282.95
20100320140000,282.05
20100320150000,282.05
20100320160000,281.85
20100320170000,281.65
20100320180000,281.25
20100320190000,281.05
20100320200000,281.25
20100320210000,281.15
20100320220000,281.05
20100320230000,281.05
20100321000000,281.05
20100321010000,281.05
20100321020000,280.95
20100321030000,280.95
20100321040000,280.75
20100321050000,280.85
20100321060000,281.35
20100321070000,281.45
20100321080000,281.75
20100321090000,283.65
20100321100000,284.75
20100321110000,284.45
20100321120000,284.85
20100321130000,284.65
20100321140000,284.55
20100321150000,284.75
20100321160000,284.15
20100321170000,283.45
20100321180000,282.45
20100321190000,281.95
20100321200000,281.85
20100321210000,281.75
20100321220000,281.85
20100321230000,281.85
20100322000000,282.35
20100322010000,282.25
20100322020000,282.15
20100322030000,282.15
20100322040000,282.25
20100322050000,282.05
20100322060000,281.85
20100322070000,282.45
20100322080000,282.45
20100322090000,282.85
20100322100000,283.95
20100322110000,283.95
20100322120000,283.75
20100322130000,283.85
20100322140000,283.55
20100322150000,282.65
20100322160000,282.55
20100322170000,282.75
20100322180000,282.75
20100322190000,282.75
20100322200000,282.35
20100322210000,282.25
20100322220000,282.45
20100322230000,282.85
20100323000000,282.85
20100323010000,282.55
20100323020000,282.45
20100323030000,282.45
20100323040000,282.65
20100323050000,282.85
20100323060000,282.85
20100323070000,282.85
20100323080000,282.85
20100323090000,282.85
20100323100000,282.85
20100323110000,282.95
20100323120000,282.95
20100323130000,282.85
20100323140000,282.45
20100323150000,282.65
20100323160000,282.85
20100323170000,282.05
20100323180000,281.75
20100323190000,281.85
20100323200000,281.65
20100323210000,281.65
20100323220000,281.85
20100323230000,282.15
20100324000000,282.15
20100324010000,282.15
20100324020000,282.35
20100324030000,282.55
20100324040000,282.25
20100324050000,282.25
20100324060000,281.75
20100324070000,282.35
20100324080000,282.15
20100324090000,282.65
20100324100000,283.45
20100324110000,283.65
20100324120000,283.45
20100324130000,283.05
20100324140000,283.35
20100324150000,282.85
20100324160000,282.45
20100324170000,283.05
20100324180000,283.35
20100324190000,282.75
20100324200000,283.15
20100324210000,282.85
20100324220000,282.35
20100324230000,282.15
20100325000000,282.05
20100325010000,282.15
20100325020000,281.75
20100325030000,281.75
20100325040000,281.65
20100325050000,281.85
20100325060000,281.85
20100325070000,281.85
20100325080000,281.85
20100325090000,282.05
20100325100000,282.85
20100325110000,281.95
20100325120000,280.85
20100325130000,281.45
20100325140000,281.45
20100325150000,283.05
20100325160000,282.95
20100325170000,282.95
20100325180000,282.15
20100325190000,282.05
20100325200000,282.15
20100325210000,282.15
20100325220000,282.15
20100325230000,282.35
20100326000000,282.15
20100326010000,281.65
20100326020000,281.95
20100326030000,281.95
20100326040000,282.15
20100326050000,281.95
20100326060000,280.85
20100326070000,281.85
20100326080000,282.55
20100326090000,283.55
20100326100000,283.75
20100326110000,283.65
20100326120000,283.95
20100326130000,284.05
20100326140000,284.55
20100326150000,284.55
20100326160000,282.95
20100326170000,283.15
20100326180000,282.75
20100326190000,282.55
20100326200000,282.05
20100326210000,282.35
20100326220000,282.45
20100326230000,282.45
20100327000000,282.25
20100327010000,282.35
20100327020000,281.95
20100327030000,282.25
20100327040000,282.25
20100327050000,282.05
20100327060000,282.15
20100327070000,281.75
20100327080000,282.25
20100327090000,282.95
20100327100000,283.35
20100327110000,283.95
20100327120000,284.55
20100327130000,284.65
20100327140000,284.45
20100327150000,283.45
20100327160000,283.35
20100327170000,283.25
20100327180000,282.95
20100327190000,282.75
20100327200000,282.65
20100327210000,281.95
20100327220000,281.75
20100327230000,281.85
20100328000000,281.65
20100328010000,281.45
20100328020000,281.55
20100328030000,281.55
20100328040000,282.65
20100328050000,283.05
20100328060000,283.25
20100328070000,283.25
20100328080000,283.25
20100328090000,283.25
20100328100000,283.25
20100328110000,283.55
20100328120000,283.55
20100328130000,283.65
20100328140000,283.55
20100328150000,283.55
20100328160000,283.35
20100328170000,283.15
20100328180000,283.05
20100328190000,282.95
20100328200000,282.65
20100328210000,282.45
20100328220000,282.55
20100328230000,282.55
20100329000000,282.45
20100329010000,282.35
20100329020000,282.35
20100329030000,282.45
20100329040000,282.55
20100329050000,282.55
20100329060000,282.35
20100329070000,282.45
20100329080000,282.65
20100329090000,282.75
20100329100000,282.75
20100329110000,282.85
20100329120000,282.85
20100329130000,282.75
20100329140000,282.95
20100329150000,283.85
20100329160000,283.45
20100329170000,283.35
20100329180000,282.95
20100329190000,281.95
20100329200000,282.55
20100329210000,282.45
20100329220000,282.25
20100329230000,282.25
20100330000000,282.15
20100330010000,281.45
20100330020000,281.95
20100330030000,281.05
20100330040000,281.35
20100330050000,281.65
20100330060000,280.45
20100330070000,280.05
20100330080000,280.65
20100330090000,281.35
20100330100000,281.85
20100330110000,282.65
20100330120000,281.95
20100330130000,282.25
20100330140000,282.15
20100330150000,280.45
20100330160000,282.05
20100330170000,281.55
20100330180000,281.25
20100330190000,279.85
20100330200000,279.35
20100330210000,280.05
20100330220000,280.75
20100330230000,279.95
20100331000000,280.45
20100331010000,279.75
20100331020000,280.45
20100331030000,280.45
20100331040000,280.75
20100331050000,280.65
20100331060000,280.35
20100331070000,281.05
20100331080000,281.15
20100331090000,281.65
20100331100000,282.15
20100331110000,282.45
20100331120000,282.25
20100331130000,282.65
20100331140000,282.95
20100331150000,282.95
20100331160000,282.25
20100331170000,281.75
20100331180000,281.15
20100331190000,280.55
20100331200000,280.75
20100331210000,279.05
20100331220000,277.95
20100331230000,278.55
20100401000000,279.35
20100401010000,278.85
20100401020000,279.55
20100401030000,279.45
20100401040000,279.45
20100401050000,279.55
20100401060000,279.25
20100401070000,279.85
20100401080000,280.25
20100401090000,282.15
20100401100000,283.15
20100401110000,283.45
20100401120000,283.45
20100401130000,283.15
20100401140000,283.25
20100401150000,282.65
20100401160000,281.65
20100401170000,280.65
20100401180000,280.35
20100401190000,281.35
20100401200000,281.55
20100401210000,280.95
20100401220000,280.35
20100401230000,281.15
20100402000000,281.05
20100402010000,281.95
20100402020000,281.25
20100402030000,282.05
20100402040000,281.65
20100402050000,280.75
20100402060000,281.25
20100402070000,281.85
20100402080000,281.95
20100402090000,282.85
20100402100000,282.85
20100402110000,284.15
20100402120000,284.15
20100402130000,283.25
20100402140000,282.25
20100402150000,282.15
20100402160000,283.25
20100402170000,282.65
20100402180000,282.25
20100402190000,282.15
20100402200000,281.35
20100402210000,280.35
20100402220000,280.85
20100402230000,281.55
20100403000000,280.95
20100403010000,280.15
20100403020000,281.25
20100403030000,281.45
20100403040000,281.85
20100403050000,281.35
20100403060000,280.05
20100403070000,280.45
20100403080000,281.15
20100403090000,279.85
20100403100000,278.85
20100403110000,280.75
20100403120000,281.75
20100403130000,283.15
20100403140000,283.15
20100403150000,282.35
20100403160000,281.65
20100403170000,281.45
20100403180000,281.05
20100403190000,280.85
20100403200000,281.25
20100403210000,280.35
20100403220000,281.15
20100403230000,281.35
20100404000000,280.85
20100404010000,279.65
20100404020000,280.65
20100404030000,280.55
20100404040000,280.15
20100404050000,280.25
20100404060000,280.45
20100404070000,280.45
20100404080000,281.05
20100404090000,282.15
20100404100000,281.35
20100404110000,282.25
20100404120000,283.35
20100404130000,283.85
20100404140000,283.65
20100404150000,284.45
20100404160000,283.65
20100404170000,283.35
20100404180000,282.35
20100404190000,281.65
20100404200000,281.75
20100404210000,281.35
20100404220000,281.35
20100404230000,281.65
20100405000000,281.55
20100405010000,281.75
20100405020000,281.95
20100405030000,281.85
20100405040000,281.75
20100405050000,281.75
20100405060000,281.85
20100405070000,282.05
20100405080000,282.55
20100405090000,283.55
20100405100000,284.25
20100405110000,283.85
20100405120000,284.55
20100405130000,283.35
20100405140000,284.55
20100405150000,284.25
20100405160000,283.75
20100405170000,283.35
20100405180000,282.95
20100405190000,282.45
20100405200000,282.25
20100405210000,282.15
20100405220000,282.05
20100405230000,281.95
20100406000000,281.95
20100406010000,282.05
20100406020000,282.05
20100406030000,281.95
20100406040000,281.95
20100406050000,282.05
20100406060000,282.25
20100406070000,282.55
20100406080000,283.05
20100406090000,283.65
20100406100000,284.25
20100406110000,284.15
20100406120000,284.35
20100406130000,285.35
20100406140000,284.95
20100406150000,283.95
20100406160000,283.85
20100406170000,283.75
20100406180000,283.15
20100406190000,282.95
20100406200000,281.95
20100406210000,281.95
20100406220000,281.95
20100406230000,281.95
20100407000000,281.75
20100407010000,281.65
20100407020000,281.75
20100407030000,281.85
20100407040000,281.85
20100407050000,281.55
20100407060000,281.55
20100407070000,281.75
20100407080000,282.25
20100407090000,282.75
20100407100000,282.85
20100407110000,283.35
20100407120000,283.65
20100407130000,283.85
20100407140000,283.85
20100407150000,283.55
20100407160000,282.95
20100407170000,282.75
20100407180000,282.15
20100407190000,281.65
20100407200000,281.45
20100407210000,281.45
20100407220000,281.35
20100407230000,281.25
20100408000000,281.15
20100408010000,280.95
20100408020000,280.85
20100408030000,280.85
20100408040000,280.85
20100408050000,280.95
20100408060000,280.95
20100408070000,281.35
20100408080000,281.75
20100408090000,282.85
20100408100000,283.45
20100408110000,284.15
20100408120000,284.55
20100408130000,284.55
20100408140000,284.85
20100408150000,284.65
20100408160000,284.65
20100408170000,284.85
20100408180000,284.85
20100408190000,283.65
20100408200000,283.05
20100408210000,282.15
20100408220000,281.35
20100408230000,281.05
20100409000000,280.75
20100409010000,280.85
20100409020000,280.35
20100409030000,280.05
20100409040000,279.65
20100409050000,280.05
20100409060000,280.05
20100409070000,280.85
20100409080000,282.75
20100409090000,283.55
20100409100000,284.15
20100409110000,285.05
20100409120000,286.15
20100409130000,285.65
20100409140000,286.85
20100409150000,286.75
20100409160000,285.95
20100409170000,285.65
20100409180000,285.15
20100409190000,283.75
20100409200000,283.15
20100409210000,283.45
20100409220000,283.75
20100409230000,283.55
20100410000000,283.95
20100410010000,283.25
20100410020000,284.05
20100410030000,283.65
20100410040000,283.35
20100410050000,282.55
20100410060000,283.05
20100410070000,284.15
20100410080000,286.25
20100410090000,287.85
20100410100000,288.25
20100410110000,287.75
20100410120000,290.25
20100410130000,290.15
20100410140000,288.95
20100410150000,289.75
20100410160000,289.45
20100410170000,289.85
20100410180000,289.05
20100410190000,287.35
20100410200000,285.55
20100410210000,284.25
20100410220000,283.45
20100410230000,282.95
20100411000000,282.75
20100411010000,282.55
20100411020000,282.25
20100411030000,281.75
20100411040000,281.15
20100411050000,280.85
20100411060000,280.85
20100411070000,280.85
20100411080000,281.55
20100411090000,282.05
20100411100000,283.25
20100411110000,284.75
20100411120000,283.65
20100411130000,284.35
20100411140000,284.25
20100411150000,283.75
20100411160000,283.85
20100411170000,283.95
20100411180000,283.05
20100411190000,282.55
20100411200000,282.45
20100411210000,282.25
20100411220000,281.75
20100411230000,281.35
20100412000000,280.65
20100412010000,280.05
20100412020000,279.75
20100412030000,279.75
20100412040000,279.95
20100412050000,280.05
20100412060000,280.15
20100412070000,280.25
20100412080000,280.75
20100412090000,281.65
20100412100000,282.45
20100412110000,283.25
20100412120000,284.05
20100412130000,284.35
20100412140000,284.05
20100412150000,284.05
20100412160000,283.75
20100412170000,282.95
20100412180000,282.35
20100412190000,281.85
20100412200000,281.85
20100412210000,281.65
20100412220000,281.95
20100412230000,281.75
20100413000000,281.85
20100413010000,281.85
20100413020000,281.95
20100413030000,281.55
20100413040000,281.25
20100413050000,281.25
20100413060000,280.85
20100413070000,280.95
20100413080000,281.25
20100413090000,282.15
20100413100000,282.95
20100413110000,283.85
20100413120000,284.05
20100413130000,284.25
20100413140000,284.45
20100413150000,284.35
20100413160000,284.25
20100413170000,283.45
20100413180000,283.05
20100413190000,282.75
20100413200000,282.35
20100413210000,281.85
20100413220000,281.55
20100413230000,281.55
20100414000000,281.65
20100414010000,281.15
20100414020000,280.95
20100414030000,280.35
20100414040000,280.35
20100414050000,280.35
20100414060000,280.15
20100414070000,280.05
20100414080000,280.55
20100414090000,281.75
20100414100000,282.75
20100414110000,283.85
20100414120000,284.55
20100414130000,285.25
20100414140000,284.75
20100414150000,284.35
20100414160000,284.25
20100414170000,283.65
20100414180000,283.85
20100414190000,282.75
20100414200000,281.85
20100414210000,281.45
20100414220000,280.85
20100414230000,280.35
20100415000000,280.05
20100415010000,279.45
20100415020000,279.25
20100415030000,279.25
20100415040000,279.15
20100415050000,279.35
20100415060000,279.55
20100415070000,279.75
20100415080000,280.25
20100415090000,281.25
20100415100000,282.35
20100415110000,283.45
20100415120000,284.95
20100415130000,285.95
20100415140000,285.85
20100415150000,285.75
20100415160000,285.05
20100415170000,284.95
20100415180000,283.55
20100415190000,282.55
20100415200000,282.45
20100415210000,282.45
20100415220000,282.35
20100415230000,282.05
20100416000000,281.85
20100416010000,281.65
20100416020000,281.45
20100416030000,281.35
20100416040000,280.55
20100416050000,280.45
20100416060000,280.15
20100416070000,280.55
20100416080000,281.25
20100416090000,282.55
20100416100000,283.95
20100416110000,284.85
20100416120000,285.95
20100416130000,286.75
20100416140000,287.05
20100416150000,286.85
20100416160000,286.75
20100416170000,286.05
20100416180000,285.05
20100416190000,284.25
20100416200000,282.85
20100416210000,281.65
20100416220000,281.05
20100416230000,280.45
20100417000000,280.35
20100417010000,280.15
20100417020000,280.05
20100417030000,279.55
20100417040000,279.55
20100417050000,279.45
20100417060000,279.25
20100417070000,280.15
20100417080000,281.75
20100417090000,284.75
20100417100000,284.35
20100417110000,285.45
20100417120000,286.85
20100417130000,286.65
20100417140000,286.25
20100417150000,285.95
20100417160000,285.75
20100417170000,285.65
20100417180000,285.55
20100417190000,284.95
20100417200000,284.15
20100417210000,283.65
20100417220000,283.25
20100417230000,282.95
20100418000000,283.15
20100418010000,282.25
20100418020000,283.15
20100418030000,283.15
20100418040000,283.45
20100418050000,284.45
20100418060000,283.35
20100418070000,284.15
20100418080000,285.65
20100418090000,285.95
20100418100000,286.85
20100418110000,288.55
20100418120000,287.15
20100418130000,287.25
20100418140000,287.85
20100418150000,288.05
20100418160000,287.75
20100418170000,287.25
20100418180000,285.35
20100418190000,285.25
20100418200000,284.45
20100418210000,283.85
20100418220000,283.35
20100418230000,283.65
20100419000000,282.85
20100419010000,282.25
20100419020000,282.55
20100419030000,282.65
20100419040000,282.05
20100419050000,281.85
20100419060000,281.95
20100419070000,282.45
20100419080000,283.45
20100419090000,284.55
20100419100000,284.95
20100419110000,284.95
20100419120000,285.25
20100419130000,286.05
20100419140000,285.95
20100419150000,284.35
20100419160000,284.95
20100419170000,284.45
20100419180000,283.65
20100419190000,282.75
20100419200000,282.45
20100419210000,282.15
20100419220000,281.95
20100419230000,281.95
20100420000000,281.95
20100420010000,281.95
20100420020000,281.75
20100420030000,281.45
20100420040000,281.45
20100420050000,281.35
20100420060000,281.45
20100420070000,281.85
20100420080000,282.35
20100420090000,283.65
20100420100000,284.95
20100420110000,285.75
20100420120000,286.25
20100420130000,285.95
20100420140000,286.05
20100420150000,286.25
20100420160000,285.85
20100420170000,285.65
20100420180000,285.25
20100420190000,284.95
20100420200000,284.05
20100420210000,283.45
20100420220000,283.05
20100420230000,282.55
20100421000000,282.25
20100421010000,281.95
20100421020000,281.35
20100421030000,280.85
20100421040000,280.85
20100421050000,280.85
20100421060000,280.75
20100421070000,281.55
20100421080000,282.95
20100421090000,283.95
20100421100000,284.45
20100421110000,285.25
20100421120000,285.85
20100421130000,285.95
20100421140000,286.65
20100421150000,286.35
20100421160000,286.65
20100421170000,284.75
20100421180000,284.75
20100421190000,283.75
20100421200000,283.05
20100421210000,282.75
20100421220000,282.35
20100421230000,281.95
20100422000000,281.75
20100422010000,281.55
20100422020000,281.45
20100422030000,281.25
20100422040000,280.95
20100422050000,280.55
20100422060000,280.55
20100422070000,281.85
20100422080000,282.95
20100422090000,283.25
20100422100000,285.35
20100422110000,285.65
20100422120000,287.35
20100422130000,288.15
20100422140000,287.15
20100422150000,287.75
20100422160000,286.95
20100422170000,286.55
20100422180000,286.05
20100422190000,284.95
20100422200000,284.35
20100422210000,283.55
20100422220000,283.15
20100422230000,282.05
20100423000000,281.35
20100423010000,280.75
20100423020000,280.75
20100423030000,280.05
20100423040000,281.25
20100423050000,281.75
20100423060000,281.65
20100423070000,282.75
20100423080000,283.85
20100423090000,284.85
20100423100000,285.95
20100423110000,286.45
20100423120000,286.25
20100423130000,286.15
20100423140000,285.75
20100423150000,286.25
20100423160000,286.35
20100423170000,285.95
20100423180000,284.75
20100423190000,283.95
20100423200000,284.25
20100423210000,284.45
20100423220000,284.55
20100423230000,284.85
20100424000000,284.05
20100424010000,283.35
20100424020000,282.75
20100424030000,282.25
20100424040000,283.15
20100424050000,283.35
20100424060000,283.75
20100424070000,284.15
20100424080000,284.35
20100424090000,284.85
20100424100000,285.25
20100424110000,285.25
20100424120000,286.05
20100424130000,286.75
20100424140000,287.05
20100424150000,286.05
20100424160000,286.05
20100424170000,285.45
20100424180000,285.05
20100424190000,284.95
20100424200000,284.75
20100424210000,284.85
20100424220000,284.85
20100424230000,284.85
20100425000000,284.95
20100425010000,284.65
20100425020000,283.95
20100425030000,284.05
20100425040000,284.25
20100425050000,284.15
20100425060000,284.45
20100425070000,284.45
20100425080000,284.85
20100425090000,284.75
20100425100000,285.55
20100425110000,286.05
20100425120000,286.95
20100425130000,287.65
20100425140000,287.85
20100425150000,287.55
20100425160000,287.45
20100425170000,286.35
20100425180000,285.35
20100425190000,285.15
20100425200000,284.95
20100425210000,284.95
20100425220000,284.75
20100425230000,284.55
20100426000000,284.15
20100426010000,284.05
20100426020000,283.95
20100426030000,284.05
20100426040000,284.15
20100426050000,283.95
20100426060000,284.35
20100426070000,284.55
20100426080000,284.95
20100426090000,285.65
20100426100000,286.95
20100426110000,287.75
20100426120000,289.35
20100426130000,289.25
20100426140000,289.75
20100426150000,289.45
20100426160000,287.85
20100426170000,287.35
20100426180000,286.25
20100426190000,284.75
20100426200000,284.05
20100426210000,283.95
20100426220000,284.05
20100426230000,283.75
20100427000000,283.25
20100427010000,283.65
20100427020000,283.55
20100427030000,282.95
20100427040000,283.05
20100427050000,283.25
20100427060000,283.75
20100427070000,284.15
20100427080000,284.75
20100427090000,286.25
20100427100000,287.45
20100427110000,288.05
20100427120000,287.75
20100427130000,287.75
20100427140000,288.45
20100427150000,288.65
20100427160000,288.25
20100427170000,287.85
20100427180000,287.25
20100427190000,286.95
20100427200000,286.65
20100427210000,285.75
20100427220000,285.75
20100427230000,286.15
20100428000000,285.95
20100428010000,287.15
20100428020000,286.75
20100428030000,286.05
20100428040000,285.85
20100428050000,285.85
20100428060000,286.05
20100428070000,286.25
20100428080000,286.75
20100428090000,287.75
20100428100000,288.45
20100428110000,288.75
20100428120000,288.95
20100428130000,288.85
20100428140000,288.85
20100428150000,289.05
20100428160000,288.25
20100428170000,287.75
20100428180000,286.95
20100428190000,285.85
20100428200000,284.55
20100428210000,283.95
20100428220000,283.65
20100428230000,283.25
20100429000000,283.05
20100429010000,283.45
20100429020000,283.75
20100429030000,283.15
20100429040000,283.25
20100429050000,283.35
20100429060000,283.35
20100429070000,283.65
20100429080000,284.75
20100429090000,285.65
20100429100000,284.85
20100429110000,286.45
20100429120000,286.45
20100429130000,286.45
20100429140000,285.75
20100429150000,286.55
20100429160000,285.85
20100429170000,285.85
20100429180000,285.25
20100429190000,283.95
20100429200000,283.55
20100429210000,283.55
20100429220000,283.65
20100429230000,283.25
20100430000000,283.15
20100430010000,283.05
20100430020000,283.25
20100430030000,283.35
20100430040000,283.35
20100430050000,283.35
20100430060000,283.75
20100430070000,284.45
20100430080000,284.95
20100430090000,284.45
20100430100000,285.35
20100430110000,286.25
20100430120000,287.25
20100430130000,287.75
20100430140000,288.05
20100430150000,286.85
20100430160000,286.65
20100430170000,285.65
20100430180000,285.35
20100430190000,284.95
20100430200000,284.55
20100430210000,284.35
20100430220000,284.15
20100430230000,283.95
20100501000000,283.85
20100501010000,284.25
20100501020000,284.25
20100501030000,284.25
20100501040000,283.55
20100501050000,283.25
20100501060000,283.75
20100501070000,283.95
20100501080000,284.85
20100501090000,285.35
20100501100000,286.05
20100501110000,287.05
20100501120000,285.15
20100501130000,284.25
20100501140000,285.05
20100501150000,287.35
20100501160000,285.65
20100501170000,284.45
20100501180000,283.95
20100501190000,283.85
20100501200000,283.75
20100501210000,283.45
20100501220000,283.35
20100501230000,283.35
20100502000000,283.05
20100502010000,282.85
20100502020000,282.95
20100502030000,282.95
20100502040000,283.15
20100502050000,283.15
20100502060000,282.85
20100502070000,283.55
20100502080000,283.85
20100502090000,284.75
20100502100000,284.45
20100502110000,284.65
20100502120000,283.05
20100502130000,284.45
20100502140000,284.45
20100502150000,283.65
20100502160000,283.15
20100502170000,282.65
20100502180000,282.85
20100502190000,282.65
20100502200000,282.85
20100502210000,282.65
20100502220000,282.65
20100502230000,282.75
20100503000000,281.75
20100503010000,282.05
20100503020000,282.05
20100503030000,281.85
20100503040000,281.45
20100503050000,281.55
20100503060000,281.55
20100503070000,280.45
20100503080000,280.45
20100503090000,280.95
20100503100000,282.45
20100503110000,283.25
20100503120000,283.45
